text,emoji,label,injection_type
"no, i mean, i told him to stop, but he didn't.",👋,Explain,Dissonant
"he asked you to move out of the way so he could leave with the cash, and you just did it?",,Confirm,Plain
"he asked you to move out of the way so he could leave with the cash, and you just did it?",🤐,Confirm,Consonant
"he asked you to move out of the way so he could leave with the cash, and you just did it?",🙂,Confirm,Dissonant
"he asked you to move out of the way so he could leave with the cash, and you just did it?",🆗,Confirm,Social
"so it was for of, like, a reflex.",,Explain,Plain
"so it was for of, like, a reflex.",😩,Explain,Consonant
"so it was for of, like, a reflex.",🧘,Explain,Dissonant
"oh, so are you just going to be calm when a group of methed-out serial killers stabs myrtle to death in the parking lot?",,Doubt,Plain
"oh, so are you just going to be calm when a group of methed-out serial killers stabs myrtle to death in the parking lot?",😡,Doubt,Consonant
"oh, so are you just going to be calm when a group of methed-out serial killers stabs myrtle to death in the parking lot?",🍵,Doubt,Dissonant
"no, because that would be a different tone.",,Explain,Plain
"no, because that would be a different tone.",😢,Explain,Consonant
"no, because that would be a different tone.",🤠,Explain,Dissonant
is it about your boots?,,Confirm,Plain
is it about your boots?,😿,Confirm,Consonant
is it about your boots?,🤪,Confirm,Dissonant
is it about your boots?,☑️,Confirm,Social
"uh, no.",,Oppose,Plain
"uh, no.",🤦,Oppose,Consonant
"uh, no.",😘,Oppose,Dissonant
"um, it's about this morning's incident.",,Explain,Plain
"um, it's about this morning's incident.",😩,Explain,Consonant
"um, it's about this morning's incident.",🐒,Explain,Dissonant
is that when you bought your boots?,,Confirm,Plain
is that when you bought your boots?,😡,Confirm,Consonant
is that when you bought your boots?,🤷,Confirm,Dissonant
is that when you bought your boots?,🫡,Confirm,Social
"what i'm saying is, don't do what dina did.",,Inform,Plain
"what i'm saying is, don't do what dina did.",😤,Inform,Consonant
"what i'm saying is, don't do what dina did.",🤪,Inform,Dissonant
"what i'm saying is, don't do what dina did.",ℹ️,Inform,Social
"and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.",,Warn,Plain
"and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.",😢,Warn,Consonant
"and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.",🙂,Warn,Dissonant
"and while it worked out okay this time, it could have turned into serious injury, or death, or god forbid, a lawsuit.",🤫,Warn,Social
"just stand there and make brown, like jonah?",,Taunt,Plain
"just stand there and make brown, like jonah?",😊,Taunt,Consonant
"just stand there and make brown, like jonah?",🤐,Taunt,Dissonant
"just stand there and make brown, like jonah?",🙃,Taunt,Social
"well, i didn't actually do anything--",,Explain,Plain
"well, i didn't actually do anything--",😩,Explain,Consonant
"well, i didn't actually do anything--",💅,Explain,Dissonant
exactly. he just sat there and watched a guy rob the store.,,Criticize,Plain
exactly. he just sat there and watched a guy rob the store.,🤦,Criticize,Consonant
exactly. he just sat there and watched a guy rob the store.,🦄,Criticize,Dissonant
exactly. he just sat there and watched a guy rob the store.,😐,Criticize,Social
thank you. that is what you should all do in the future.,,Thank,Plain
thank you. that is what you should all do in the future.,💐,Thank,Consonant
thank you. that is what you should all do in the future.,💀,Thank,Dissonant
"thank you, jonah, for actually following protocol.",,Thank,Plain
"thank you, jonah, for actually following protocol.",🙌,Thank,Consonant
"thank you, jonah, for actually following protocol.",🙄,Thank,Dissonant
what then? do you want me to just sit there and watch someone take a baby?,,Doubt,Plain
what then? do you want me to just sit there and watch someone take a baby?,😠,Doubt,Consonant
what then? do you want me to just sit there and watch someone take a baby?,🦄,Doubt,Dissonant
what if the baby is wearing a bomb?,,Doubt,Plain
what if the baby is wearing a bomb?,🤢,Doubt,Consonant
what if the baby is wearing a bomb?,🍵,Doubt,Dissonant
then wouldn't you want him to steal it?,,Doubt,Plain
then wouldn't you want him to steal it?,😭,Doubt,Consonant
then wouldn't you want him to steal it?,😇,Doubt,Dissonant
"oh, yeah. yeah.",,Agree,Plain
"oh, yeah. yeah.",✨,Agree,Consonant
"oh, yeah. yeah.",💀,Agree,Dissonant
"yes, yes. and i'm so sorry.",,Apologise,Plain
"yes, yes. and i'm so sorry.",😫,Apologise,Consonant
"yes, yes. and i'm so sorry.",😇,Apologise,Dissonant
"yes, yes. and i'm so sorry.",🙏,Apologise,Social
"you know, it just-it takes me forever to get going in the morning.",,Explain,Plain
"you know, it just-it takes me forever to get going in the morning.",😩,Explain,Consonant
"you know, it just-it takes me forever to get going in the morning.",🐒,Explain,Dissonant
"i like to wake up when my body is ready, you know what i mean?",,Confirm,Plain
"i like to wake up when my body is ready, you know what i mean?",🌈,Confirm,Consonant
"i like to wake up when my body is ready, you know what i mean?",💀,Confirm,Dissonant
"i like to wake up when my body is ready, you know what i mean?",☑️,Confirm,Social
"jerusha, how was it? i feel sick!",,Complain,Plain
"jerusha, how was it? i feel sick!",😞,Complain,Consonant
"jerusha, how was it? i feel sick!",👋,Complain,Dissonant
this little girl won't try and stop you.,,Taunt,Plain
this little girl won't try and stop you.,🙌,Taunt,Consonant
this little girl won't try and stop you.,🥱,Taunt,Dissonant
this little girl won't try and stop you.,👏,Taunt,Social
i'm just--i'm gonna go pay for it.,,Leave,Plain
i'm just--i'm gonna go pay for it.,🥀,Leave,Consonant
i'm just--i'm gonna go pay for it.,😊,Leave,Dissonant
hey.,,Greet,Plain
hey.,❤️,Greet,Consonant
hey.,😐,Greet,Dissonant
"i don't think that's true. well, it is true.",,Oppose,Plain
"i don't think that's true. well, it is true.",🔥,Oppose,Consonant
"i don't think that's true. well, it is true.",😒,Oppose,Dissonant
i know it's true because i just looked it up.,,Explain,Plain
i know it's true because i just looked it up.,🙌,Explain,Consonant
i know it's true because i just looked it up.,🥱,Explain,Dissonant
okay.   so did he invent salad?,,Confirm,Plain
okay.   so did he invent salad?,😭,Confirm,Consonant
okay.   so did he invent salad?,😇,Confirm,Dissonant
okay.   so did he invent salad?,🤛,Confirm,Social
ken? you're--you're here.,,Doubt,Plain
ken? you're--you're here.,💖,Doubt,Consonant
ken? you're--you're here.,🙃,Doubt,Dissonant
"okay, um, look, maybe i wasn't clear, and that's my fault.",,Apologise,Plain
"okay, um, look, maybe i wasn't clear, and that's my fault.",😣,Apologise,Consonant
"okay, um, look, maybe i wasn't clear, and that's my fault.",😅,Apologise,Dissonant
"okay, um, look, maybe i wasn't clear, and that's my fault.",🥀,Apologise,Social
okay. okay.,,Acknowledge,Plain
okay. okay.,👏,Acknowledge,Consonant
okay. okay.,🎭,Acknowledge,Dissonant
"yes, thanks. yes, yes.",,Thank,Plain
"yes, thanks. yes, yes.",🥂,Thank,Consonant
"yes, thanks. yes, yes.",😑,Thank,Dissonant
you're the cool kids.,,Praise,Plain
you're the cool kids.,💖,Praise,Consonant
you're the cool kids.,🤥,Praise,Dissonant
you're the cool kids.,🙌,Praise,Social
"oh, no. none of us get invited to that.",,Oppose,Plain
"oh, no. none of us get invited to that.",😩,Oppose,Consonant
"oh, no. none of us get invited to that.",🐒,Oppose,Dissonant
that thing is lame anyway.,,Complain,Plain
that thing is lame anyway.,😿,Complain,Consonant
that thing is lame anyway.,🍵,Complain,Dissonant
"hey, what if we did something?",,Advise,Plain
"hey, what if we did something?",😞,Advise,Consonant
"hey, what if we did something?",🤷,Advise,Dissonant
"hey, what if we did something?",☝️,Advise,Social
yes! all right.,,Agree,Plain
yes! all right.,😎,Agree,Consonant
yes! all right.,💀,Agree,Dissonant
let's do it! bowling night!,,Advise,Plain
let's do it! bowling night!,💖,Advise,Consonant
let's do it! bowling night!,😏,Advise,Dissonant
let's do it! bowling night!,☝️,Advise,Social
yeah. maybe.,,Agree,Plain
yeah. maybe.,🎈,Agree,Consonant
yeah. maybe.,😏,Agree,Dissonant
wow. yeah.,,Agree,Plain
wow. yeah.,❤️,Agree,Consonant
wow. yeah.,😬,Agree,Dissonant
i can't.,,Oppose,Plain
i can't.,🤐,Oppose,Consonant
i can't.,🦄,Oppose,Dissonant
"um, oh. uh, no.",,Oppose,Plain
"um, oh. uh, no.",😠,Oppose,Consonant
"um, oh. uh, no.",🤪,Oppose,Dissonant
it's my first write-up. ever.,,Flaunt,Plain
it's my first write-up. ever.,💪,Flaunt,Consonant
it's my first write-up. ever.,😏,Flaunt,Dissonant
it's my first write-up. ever.,💅,Flaunt,Social
so thank you so much for that.,,Thank,Plain
so thank you so much for that.,🔥,Thank,Consonant
so thank you so much for that.,😬,Thank,Dissonant
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,,Explain,Plain
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,💖,Explain,Consonant
i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.,😑,Explain,Dissonant
i'm glad you got written up. you are a bully.,,Criticize,Plain
i'm glad you got written up. you are a bully.,🥀,Criticize,Consonant
i'm glad you got written up. you are a bully.,💫,Criticize,Dissonant
i'm glad you got written up. you are a bully.,😐,Criticize,Social
"well, i'd rather be a bully than a castrated garden gnome.",,Taunt,Plain
"well, i'd rather be a bully than a castrated garden gnome.",😡,Taunt,Consonant
"well, i'd rather be a bully than a castrated garden gnome.",😘,Taunt,Dissonant
"well, i'd rather be a bully than a castrated garden gnome.",🤣,Taunt,Social
"well, who knows what's under those little pants?",,Taunt,Plain
"well, who knows what's under those little pants?",😩,Taunt,Consonant
"well, who knows what's under those little pants?",💫,Taunt,Dissonant
"well, who knows what's under those little pants?",🤡,Taunt,Social
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",,Taunt,Plain
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",👎,Taunt,Consonant
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",🐒,Taunt,Dissonant
"that's not the point. the point is, at least i'm not too weak to stop a simple robbery.",🤣,Taunt,Social
that was an awkward situation. i could have destroyed that guy.,,Explain,Plain
that was an awkward situation. i could have destroyed that guy.,🤦,Explain,Consonant
that was an awkward situation. i could have destroyed that guy.,💫,Explain,Dissonant
with muscles like those? come on.,,Taunt,Plain
with muscles like those? come on.,🔥,Taunt,Consonant
with muscles like those? come on.,🥱,Taunt,Dissonant
with muscles like those? come on.,🧂,Taunt,Social
"your ass? yeah, uh, obviously, i could-sure.",,Agree,Plain
"your ass? yeah, uh, obviously, i could-sure.",🤦,Agree,Consonant
"your ass? yeah, uh, obviously, i could-sure.",👋,Agree,Dissonant
"oh. well, then come at me.",,Invite,Plain
"oh. well, then come at me.",🥂,Invite,Consonant
"oh. well, then come at me.",💀,Invite,Dissonant
"fight, guys. jonah's fighting dina.",,Inform,Plain
"fight, guys. jonah's fighting dina.",💪,Inform,Consonant
"fight, guys. jonah's fighting dina.",😑,Inform,Dissonant
"fight, guys. jonah's fighting dina.",🔔,Inform,Social
bullies just need to be confronted.,,Explain,Plain
bullies just need to be confronted.,💪,Explain,Consonant
bullies just need to be confronted.,😶,Explain,Dissonant
"because if you were really a feminist, you'd punch me in the face.",,Taunt,Plain
"because if you were really a feminist, you'd punch me in the face.",😠,Taunt,Consonant
"because if you were really a feminist, you'd punch me in the face.",👋,Taunt,Dissonant
"because if you were really a feminist, you'd punch me in the face.",🗑️,Taunt,Social
just stop. this is crazy.,,Prevent,Plain
just stop. this is crazy.,🥺,Prevent,Consonant
just stop. this is crazy.,🍵,Prevent,Dissonant
"are you okay? yeah, yeah, i'm good.",,Care,Plain
"are you okay? yeah, yeah, i'm good.",❤️,Care,Consonant
"are you okay? yeah, yeah, i'm good.",🙄,Care,Dissonant
"are you okay? yeah, yeah, i'm good.",🤲,Care,Social
"yeah, i got to go with the cop on this one.",,Agree,Plain
"yeah, i got to go with the cop on this one.",😂,Agree,Consonant
"yeah, i got to go with the cop on this one.",🎭,Agree,Dissonant
i just want to cover it up until the coroner gets here.,,Explain,Plain
i just want to cover it up until the coroner gets here.,🤐,Explain,Consonant
i just want to cover it up until the coroner gets here.,🍵,Explain,Dissonant
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",,Explain,Plain
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",💔,Explain,Consonant
"i know we don't specifically promise no dead bodies, but we shouldn't have to.",💅,Explain,Dissonant
"fine, just don't go touching the body.",,Inform,Plain
"fine, just don't go touching the body.",😤,Inform,Consonant
"fine, just don't go touching the body.",🦄,Inform,Dissonant
"fine, just don't go touching the body.",📝,Inform,Social
"no, i just wouldn't do that.",,Oppose,Plain
"no, i just wouldn't do that.",😭,Oppose,Consonant
"no, i just wouldn't do that.",🙂,Oppose,Dissonant
"uh, because i said you can't.",,Explain,Plain
"uh, because i said you can't.",😡,Explain,Consonant
"uh, because i said you can't.",🙂,Explain,Dissonant
"all right, well, that should hold.",,Agree,Plain
"all right, well, that should hold.",👍,Agree,Consonant
"all right, well, that should hold.",😐,Agree,Dissonant
is this worse?,,Doubt,Plain
is this worse?,😤,Doubt,Consonant
